,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
9047,EQ59908,California,3238.0,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3,1,Corporate Auto,Corporate L3,Offer3,Agent,326.28,Four-Door Car,Medsize,A
9048,EE48429,Nevada,2601.47,No,Basic,High School or Below,1/28/11,Employed,F,80584,Suburban,Divorced,65,33.0,17,0,1,Personal Auto,Personal L2,Offer4,Branch,312.0,Two-Door Car,Small,A
9049,YM57893,Washington,4685.5,No,Premium,Doctor,1/5/11,Employed,M,77678,Suburban,Married,116,32.0,81,0,1,Personal Auto,Personal L2,Offer1,Call Center,741.42,Two-Door Car,Small,A
9050,MO91628,Oregon,2614.47,No,Basic,Master,2/11/11,Employed,M,65186,Rural,Married,65,29.0,27,0,1,Personal Auto,Personal L2,Offer2,Web,5.43,Two-Door Car,Large,A
9053,YD22081,Arizona,9701.03,No,Extended,College,1/13/11,Employed,F,45668,Urban,Married,80,7.0,55,0,2,Personal Auto,Personal L3,Offer2,Branch,344.77,,,A
9055,LT57545,California,5575.2,No,Basic,College,1/21/11,Medical Leave,F,18892,Rural,Married,73,33.0,76,0,5,Personal Auto,Personal L2,Offer1,Web,106.81,Four-Door Car,Medsize,A
9056,FH85960,Oregon,31221.75,No,Premium,College,1/3/11,Employed,M,42780,Suburban,Divorced,113,10.0,27,1,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,Four-Door Car,Medsize,A
9057,GU92938,Nevada,6943.56,No,Basic,Bachelor,2/19/11,Disabled,F,25612,Suburban,Married,61,12.0,52,0,2,Personal Auto,Personal L1,Offer4,Call Center,292.8,Two-Door Car,Small,A
9058,OG31942,California,14628.5,No,Basic,College,2/19/11,Employed,M,63936,Urban,Single,189,,29,0,5,Personal Auto,Personal L3,Offer1,Agent,765.01,Luxury Car,Medsize,
9059,VZ81004,Oregon,19259.84,No,Premium,Master,1/26/11,Employed,F,35973,Suburban,Married,159,,97,0,2,Personal Auto,Personal L2,Offer1,Call Center,763.2,Sports Car,Large,A
9060,PB54378,Oregon,19582.47,No,Basic,Doctor,1/29/11,Medical Leave,F,26463,Suburban,Married,72,28.0,93,0,2,Corporate Auto,Corporate L2,Offer1,Branch,345.6,Four-Door Car,Medsize,
9061,NE70831,California,2732.65,No,Basic,High School or Below,1/31/11,Employed,F,86650,Urban,Single,69,7.0,64,2,1,Personal Auto,Personal L1,Offer1,Web,323.87,Two-Door Car,Medsize,A
9062,HB43486,Washington,9696.55,No,Extended,College,2/2/11,Employed,F,86830,Urban,Single,123,18.0,5,0,3,Personal Auto,Personal L2,Offer1,Agent,480.53,SUV,Medsize,A
9063,SM88270,California,30118.66,No,Premium,High School or Below,1/9/11,Employed,M,68906,Suburban,Married,187,,61,0,2,Personal Auto,Personal L3,Offer3,Web,1053.3,,,A
9064,UG18431,Arizona,13083.49,No,Basic,Bachelor,2/9/11,Employed,M,73060,Suburban,Married,108,9.0,78,0,2,Special Auto,Special L3,Offer2,Call Center,518.4,SUV,Medsize,
9065,DG68667,Arizona,8123.96,No,Basic,Doctor,2/1/11,Medical Leave,M,12617,Suburban,Divorced,108,5.0,43,0,8,Personal Auto,Personal L3,Offer1,Branch,648.93,SUV,Medsize,A
9066,MA94219,Nevada,9067.66,No,Premium,College,1/5/11,Employed,M,78250,Suburban,Married,114,7.0,66,0,6,Personal Auto,Personal L3,Offer2,Branch,547.2,Four-Door Car,Medsize,
9067,RH97231,Washington,8694.0,No,Basic,Bachelor,1/1/11,Employed,M,48893,Suburban,Married,110,,26,0,3,Personal Auto,Personal L3,Offer1,Branch,787.89,SUV,Medsize,A
9068,FL77069,California,7519.03,No,Basic,Bachelor,1/27/11,Employed,F,32397,Rural,Married,190,14.0,95,0,1,Corporate Auto,Corporate L1,Offer1,Agent,334.63,Luxury SUV,Small,A
9069,CA96230,California,9189.52,No,Basic,Doctor,2/10/11,Employed,M,99443,Rural,Married,117,6.0,6,4,5,Personal Auto,Personal L2,Offer3,Branch,228.05,SUV,Medsize,
9070,KH55886,Oregon,67907.27,No,Premium,Bachelor,2/5/11,Employed,M,78310,Rural,Married,192,34.0,18,1,2,Personal Auto,Personal L1,Offer1,Agent,151.71,Sports Car,Medsize,A
9071,AZ77669,Oregon,8696.91,No,Basic,High School or Below,2/1/11,Employed,M,91423,Urban,Married,109,3.0,71,1,5,Personal Auto,Personal L2,Offer1,Web,435.8,SUV,Medsize,A
9072,FV15346,Arizona,35444.31,No,Extended,College,1/1/11,Employed,M,96853,Suburban,Divorced,98,34.0,68,0,2,Personal Auto,Personal L3,Offer1,Call Center,565.5,Two-Door Car,Medsize,
9073,JI97190,California,5165.81,No,Basic,High School or Below,2/26/11,Employed,M,43461,Suburban,Married,64,24.0,47,0,6,Personal Auto,Personal L3,Offer3,Branch,307.2,Two-Door Car,Large,A
9074,LD98568,California,7849.13,No,Extended,College,2/13/11,Employed,F,54431,Urban,Married,97,19.0,62,0,3,Personal Auto,Personal L3,Offer1,Agent,284.5,Four-Door Car,Medsize,A
9075,GY87675,Oregon,5140.39,No,Extended,College,1/16/11,Retired,M,26952,Suburban,Divorced,76,1.0,0,1,8,Corporate Auto,Corporate L1,Offer1,Branch,364.8,Four-Door Car,Medsize,A
9076,CT11176,California,2615.3,No,Basic,Bachelor,2/15/11,Employed,F,24914,Rural,Married,66,6.0,90,0,1,Personal Auto,Personal L3,Offer2,Web,138.73,Four-Door Car,Medsize,
9077,KM33477,Oregon,8550.39,No,Basic,College,2/6/11,Employed,M,21733,Suburban,Single,73,17.0,37,0,2,Corporate Auto,Corporate L2,Offer2,Web,525.6,Four-Door Car,Medsize,
9078,SG66076,Arizona,10056.51,No,Extended,Bachelor,1/4/11,Disabled,M,16097,Suburban,Single,139,7.0,6,0,7,Personal Auto,Personal L1,Offer1,Branch,1000.8,Sports Car,Medsize,
9079,PW69692,Oregon,3861.49,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0,1,Personal Auto,Personal L2,Offer2,Branch,281.11,Four-Door Car,Medsize,A
9080,LO15516,California,2691.7,No,Basic,Bachelor,1/1/11,Employed,M,34322,Suburban,Married,70,20.0,46,2,1,Corporate Auto,Corporate L2,Offer2,Agent,336.0,Four-Door Car,Medsize,
9082,AZ68072,Oregon,4549.34,No,Basic,Bachelor,1/24/11,Medical Leave,F,23650,Rural,Married,61,5.0,10,2,3,Personal Auto,Personal L2,Offer1,Agent,14.1,Four-Door Car,Medsize,A
9084,OB69329,California,6273.91,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,,,
9085,AT89553,California,5926.73,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28.0,90,5,5,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,
9086,RJ90816,California,3344.81,No,Extended,College,2/14/11,Employed,F,33243,Rural,Married,85,13.0,19,0,1,Personal Auto,Personal L3,Offer2,Call Center,24.56,Four-Door Car,Small,A
9087,PK66498,California,8793.52,No,Basic,High School or Below,1/2/11,Employed,M,72897,Suburban,Married,73,26.0,96,0,2,Personal Auto,Personal L3,Offer1,Call Center,507.71,Two-Door Car,Medsize,A
9089,UH65059,Arizona,4305.81,No,Basic,High School or Below,1/21/11,Employed,M,24188,Suburban,Married,109,14.0,82,0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,Sports Car,Medsize,
9090,KD52867,Oregon,3347.03,No,Extended,High School or Below,2/17/11,Employed,F,37138,Suburban,Single,85,4.0,13,0,1,Personal Auto,Personal L2,Offer1,Branch,612.0,Two-Door Car,Medsize,A
9091,XR36002,California,10626.81,No,Extended,High School or Below,1/4/11,Medical Leave,F,27339,Rural,Divorced,97,0.0,37,2,2,Personal Auto,Personal L3,Offer1,Branch,44.73,Two-Door Car,Medsize,
9092,XM57550,Washington,3423.97,No,Extended,College,2/10/11,Disabled,F,29958,Suburban,Married,90,8.0,77,0,1,Personal Auto,Personal L3,Offer4,Branch,432.0,Four-Door Car,Medsize,A
9094,HV16877,California,2721.59,No,Basic,High School or Below,1/8/11,Employed,F,43278,Suburban,Married,68,10.0,10,0,1,Personal Auto,Personal L1,Offer2,Call Center,326.4,Four-Door Car,Small,A
9095,KB18303,,8658.86,,Basic,College,2/7/11,Employed,M,62464,Urban,Married,109,23.0,45,0,4,Corporate Auto,Corporate L1,Offer2,Agent,400.18,Sports Car,Medsize,
9096,LX67597,Nevada,5715.31,No,Basic,Bachelor,1/2/11,Employed,M,84183,Urban,Single,72,,86,0,4,Personal Auto,Personal L1,Offer1,Agent,255.57,Four-Door Car,Small,A
9097,IA52178,Arizona,15785.3,No,Premium,College,2/12/11,Employed,F,81119,Suburban,Married,196,3.0,67,0,3,Corporate Auto,Corporate L3,Offer4,Web,940.8,SUV,Medsize,
9098,XB43625,Arizona,2504.87,No,Basic,Bachelor,1/10/11,Employed,F,66081,Rural,Single,64,,92,0,1,Personal Auto,Personal L3,Offer1,Branch,42.03,Four-Door Car,Small,A
9100,TQ85537,Washington,2980.46,No,Basic,College,1/8/11,Employed,M,72669,Urban,Married,74,,39,0,1,Personal Auto,Personal L3,Offer4,Agent,332.77,Four-Door Car,Medsize,
9101,BW76745,Oregon,2491.32,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0,1,Personal Auto,Personal L2,Offer1,Agent,67.53,Four-Door Car,Large,
9103,JL49772,Arizona,24249.34,No,Basic,Bachelor,2/6/11,Employed,F,33651,Urban,Married,69,21.0,37,1,2,Personal Auto,Personal L2,Offer1,Call Center,328.65,Four-Door Car,Medsize,A
9105,TS42594,California,13770.98,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A
9106,TG29325,Nevada,2658.22,No,Basic,College,1/12/11,Employed,F,22724,Rural,Single,69,21.0,39,0,1,Personal Auto,Personal L1,Offer3,Agent,9.42,Four-Door Car,Medsize,
9107,LZ34164,Nevada,4892.62,No,Basic,Bachelor,1/15/11,Employed,F,43199,Suburban,Married,61,23.0,31,0,3,Personal Auto,Personal L3,Offer4,Call Center,334.01,Four-Door Car,Medsize,A
9108,JJ66819,Oregon,2989.96,No,Basic,Bachelor,2/21/11,Employed,F,79867,Rural,Divorced,74,,76,0,1,Personal Auto,Personal L2,Offer1,Branch,78.17,Four-Door Car,Small,
9109,ZQ28996,Nevada,5388.02,No,Basic,College,1/1/11,Employed,M,48895,Urban,Married,68,16.0,27,0,7,Corporate Auto,Corporate L1,Offer1,Web,325.01,Four-Door Car,Large,A
9110,IC78105,Arizona,7744.64,No,Basic,High School or Below,1/16/11,Disabled,F,26444,Suburban,Married,196,4.0,14,0,1,Personal Auto,Personal L1,Offer1,Branch,940.8,Luxury Car,Medsize,A
9111,GK92563,Washington,6819.23,No,Extended,Doctor,1/10/11,Employed,F,22492,Rural,Divorced,85,34.0,88,0,7,Personal Auto,Personal L2,Offer2,Agent,61.65,Two-Door Car,Medsize,
9112,HU54636,California,3791.55,No,Extended,College,1/30/11,Employed,F,41212,Urban,Married,95,13.0,27,0,1,Personal Auto,Personal L1,Offer4,Web,405.44,Four-Door Car,Medsize,
9114,MT35297,Oregon,5065.94,No,Basic,High School or Below,2/11/11,Employed,F,43460,Suburban,Married,63,4.0,18,0,3,Personal Auto,Personal L2,Offer3,Branch,302.4,Four-Door Car,Small,
9115,ED82243,California,7019.18,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,A
9116,YB39959,,3238.0,,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3,1,Personal Auto,Personal L1,Offer3,Agent,326.28,Four-Door Car,Medsize,A
9117,JR34589,Nevada,4882.29,No,Extended,High School or Below,2/10/11,Employed,F,21236,Rural,Married,123,3.0,12,0,1,Personal Auto,Personal L2,Offer2,Call Center,131.26,SUV,Medsize,A
9118,WK55963,,8130.65,,Basic,College,1/2/11,Employed,M,61036,Suburban,Married,68,2.0,75,0,2,Corporate Auto,Corporate L3,Offer3,Web,413.25,Two-Door Car,Medsize,A
9121,IY87065,California,5246.28,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0,8,Corporate Auto,Corporate L1,Offer1,Agent,456.7,Two-Door Car,Medsize,A
9122,KK58047,Oregon,8583.85,No,Basic,College,1/31/11,Employed,M,53944,Suburban,Married,71,13.0,20,0,2,Personal Auto,Personal L3,Offer2,Web,340.8,Two-Door Car,Medsize,A
9123,NT36519,California,8161.94,No,Basic,College,2/16/11,Employed,M,32967,Suburban,Married,105,16.0,70,1,4,Personal Auto,Personal L2,Offer1,Branch,504.0,SUV,Small,
9124,XK52242,California,9800.34,No,Extended,Bachelor,1/31/11,Employed,M,32245,Rural,Married,124,4.0,58,0,8,Personal Auto,Personal L2,Offer2,Agent,257.5,SUV,Medsize,A
9125,TW73441,,2773.46,,Basic,High School or Below,1/26/11,Employed,F,73478,Urban,Married,68,2.0,38,0,1,Personal Auto,Personal L2,Offer2,Call Center,241.89,Four-Door Car,Medsize,
9126,AU62013,California,24826.89,No,Basic,Doctor,2/25/11,Employed,F,67572,Urban,Married,102,7.0,55,0,2,Personal Auto,Personal L1,Offer1,Branch,296.21,Sports Car,Small,A
9127,NZ98813,California,13840.16,No,Basic,High School or Below,2/11/11,Medical Leave,F,29658,Suburban,Divorced,119,,66,0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,SUV,Medsize,A
9128,SG54382,Arizona,8646.55,No,Extended,Bachelor,2/3/11,Employed,M,25964,Suburban,Married,76,21.0,87,2,2,Corporate Auto,Corporate L3,Offer1,Branch,364.8,Four-Door Car,Medsize,A
9129,YV93784,Arizona,8973.11,No,Basic,Master,2/21/11,Employed,F,69736,Urban,Married,111,11.0,7,0,3,Personal Auto,Personal L3,Offer1,Branch,424.42,SUV,Medsize,
9130,JL59571,Oregon,4607.24,No,Basic,Bachelor,1/7/11,Disabled,F,17343,Urban,Single,63,,92,0,5,Corporate Auto,Corporate L3,Offer2,Branch,208.66,Two-Door Car,Medsize,A
9131,TR81766,California,7462.93,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30.0,66,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.35,Two-Door Car,Small,A
9134,NB10500,California,3939.01,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0,1,Personal Auto,Personal L3,Offer2,Agent,882.87,Four-Door Car,Small,A
9135,MY56715,Oregon,3380.71,No,Extended,Bachelor,2/27/11,Employed,M,58109,Suburban,Divorced,86,9.0,6,0,1,Corporate Auto,Corporate L3,Offer2,Branch,412.8,Two-Door Car,Medsize,A
9137,UI64281,Nevada,22855.61,No,Basic,Master,1/26/11,Medical Leave,F,20832,Rural,Married,65,8.0,32,0,2,Personal Auto,Personal L3,Offer1,Call Center,56.37,Two-Door Car,Medsize,A
9138,SK32629,,4904.89,,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,
9139,WR76339,California,5092.79,No,Basic,College,1/11/11,Employed,M,46922,Suburban,Married,64,34.0,12,0,3,Corporate Auto,Corporate L3,Offer1,Branch,403.39,Two-Door Car,Medsize,
9140,MH14039,California,2592.44,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,
9141,JA76884,California,14435.67,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.91,Two-Door Car,Medsize,A
9142,JM67025,Nevada,5230.09,No,Basic,High School or Below,1/2/11,Employed,M,32630,Urban,Married,66,26.0,40,0,3,Personal Auto,Personal L2,Offer1,Call Center,202.96,,,A
9143,MK34957,Oregon,13297.71,No,Basic,College,2/19/11,Employed,F,50631,Suburban,Married,112,19.0,12,4,2,Special Auto,Special L1,Offer2,Agent,784.66,SUV,Medsize,A
9144,BO58202,California,2424.22,No,Basic,Bachelor,1/13/11,Disabled,F,22590,Rural,Single,67,7.0,61,0,1,Personal Auto,Personal L3,Offer1,Call Center,85.68,Two-Door Car,Medsize,A
9145,WA15684,Oregon,38445.86,No,Extended,College,1/29/11,Employed,M,27398,Suburban,Married,125,4.0,71,1,2,Personal Auto,Personal L1,Offer4,Call Center,600.0,SUV,Medsize,
9146,LW29130,Washington,5272.93,No,Basic,High School or Below,2/22/11,Employed,F,24423,Suburban,Divorced,67,5.0,62,0,6,Corporate Auto,Corporate L3,Offer1,Branch,321.6,Two-Door Car,Medsize,
9148,NN44758,Arizona,4669.23,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0,1,Personal Auto,Personal L2,Offer2,Call Center,556.8,Two-Door Car,Small,A
9150,PP14656,Washington,5680.47,No,Basic,Master,1/9/11,Employed,M,90353,Rural,Married,70,3.0,64,0,7,Personal Auto,Personal L1,Offer2,Branch,72.62,Two-Door Car,Medsize,
9151,VK98184,Arizona,5033.69,No,Extended,College,2/19/11,Employed,F,77031,Suburban,Married,125,17.0,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,600.0,SUV,Medsize,A
9153,FX26050,Oregon,22712.02,No,Basic,Doctor,1/16/11,Disabled,M,14119,Rural,Married,67,4.0,53,0,2,Special Auto,Special L1,Offer4,Agent,68.02,Two-Door Car,Medsize,
9154,LM79795,Oregon,7488.79,No,Basic,High School or Below,2/20/11,Employed,M,39602,Suburban,Divorced,64,15.0,59,0,2,Personal Auto,Personal L1,Offer3,Agent,307.2,Two-Door Car,Small,
9155,MM71959,Arizona,8733.53,No,Basic,Bachelor,2/5/11,Employed,M,83210,Suburban,Divorced,110,0.0,25,0,3,Personal Auto,Personal L3,Offer3,Branch,528.0,Sports Car,Large,
9156,VJ51327,California,20315.0,No,Basic,High School or Below,1/21/11,Employed,F,63209,Rural,Married,102,20.0,28,2,2,Personal Auto,Personal L3,Offer1,Agent,207.32,SUV,Small,A
9157,SM58898,California,17223.89,No,Basic,High School or Below,2/18/11,Employed,F,85378,Suburban,Married,107,7.0,4,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,513.6,SUV,Medsize,
9158,BA19651,California,6134.39,No,Extended,High School or Below,1/1/11,Employed,M,43875,Urban,Divorced,78,18.0,33,0,5,Corporate Auto,Corporate L3,Offer3,Agent,289.47,Four-Door Car,Medsize,A
9159,JP22499,California,3142.74,No,Extended,Bachelor,1/10/11,Employed,M,43285,Urban,Single,83,35.0,77,0,1,Corporate Auto,Corporate L3,Offer2,Web,265.74,Two-Door Car,Medsize,A
9160,DA84476,Oregon,7019.18,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Four-Door Car,Medsize,A
9161,AX86150,Washington,2656.71,No,Basic,High School or Below,2/9/11,Employed,M,62777,Rural,Single,67,34.0,32,0,1,Personal Auto,Personal L1,Offer4,Agent,101.29,Two-Door Car,Medsize,A
9162,JD10245,California,4358.76,No,Basic,High School or Below,1/31/11,Employed,M,86001,Suburban,Divorced,109,4.0,27,1,1,Personal Auto,Personal L3,Offer1,Agent,523.2,SUV,Medsize,A
9163,CA54112,Nevada,15119.56,No,Basic,Doctor,2/25/11,Employed,M,47725,Rural,Married,63,10.0,66,0,2,Personal Auto,Personal L1,Offer2,Call Center,142.21,Two-Door Car,Medsize,
9164,No94161,California,2719.43,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11.0,51,0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.12,Two-Door Car,Medsize,A
9166,SC92090,Arizona,8717.05,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,A
9168,UV17888,California,7405.42,No,Basic,Bachelor,1/9/11,Disabled,F,22044,Rural,Divorced,65,35.0,70,0,2,Corporate Auto,Corporate L1,Offer1,Agent,10.39,Four-Door Car,Large,A
9169,GN46207,Oregon,4170.69,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,A
9170,AQ94108,Oregon,8507.83,No,Basic,College,2/26/11,Employed,F,56704,Rural,Married,71,33.0,50,0,2,Corporate Auto,Corporate L3,Offer1,Branch,84.72,Four-Door Car,Medsize,A
9171,HQ87008,California,2627.61,No,Basic,Bachelor,1/2/11,Employed,F,94962,Suburban,Married,67,10.0,48,4,1,Personal Auto,Personal L2,Offer2,Agent,321.6,Two-Door Car,Large,A
9172,VK42108,Washington,18060.48,No,Basic,Bachelor,1/17/11,Employed,F,57882,Suburban,Single,115,1.0,61,0,2,Corporate Auto,Corporate L3,Offer1,Web,552.0,SUV,Medsize,A
9175,SC47383,Nevada,7406.88,No,Basic,Bachelor,2/3/11,Employed,F,38169,Rural,Married,62,18.0,82,0,2,Corporate Auto,Corporate L2,Offer1,Branch,71.68,Four-Door Car,Medsize,A
9177,EZ43738,California,5204.65,No,Basic,Bachelor,2/9/11,Medical Leave,F,29406,Suburban,Married,68,33.0,79,0,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A
9178,QD73891,Oregon,5261.12,No,Basic,High School or Below,1/13/11,Employed,M,90217,Suburban,Married,66,14.0,88,1,5,Personal Auto,Personal L1,Offer4,Web,316.8,Four-Door Car,Small,A
9179,PY70169,Oregon,22643.83,No,Basic,High School or Below,2/24/11,Employed,M,93011,Rural,Divorced,113,17.0,12,0,2,Personal Auto,Personal L3,Offer4,Agent,281.45,SUV,Medsize,
9180,XN90444,California,8200.27,No,Basic,Doctor,1/22/11,Employed,M,24814,Suburban,Single,69,31.0,48,0,2,Special Auto,Special L1,Offer2,Call Center,331.2,Two-Door Car,Medsize,A
9181,ZT53375,California,5483.89,No,Basic,Bachelor,1/7/11,Employed,M,87777,Urban,Single,68,16.0,1,0,7,Personal Auto,Personal L2,Offer1,Branch,257.71,Two-Door Car,Medsize,A
9182,UA74474,Oregon,4515.18,No,Premium,College,2/27/11,Employed,F,87517,Suburban,Married,112,1.0,28,1,1,Corporate Auto,Corporate L3,Offer2,Branch,802.28,Four-Door Car,Small,A
9183,MA60552,California,4015.4,No,Basic,Bachelor,2/19/11,Employed,M,28088,Suburban,Married,102,8.0,61,0,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Small,A
9184,No50634,Oregon,4330.39,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9.0,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,A
9185,GX84338,Washington,3824.43,No,Extended,Doctor,2/1/11,Employed,F,62530,Rural,Married,95,35.0,28,0,1,Personal Auto,Personal L3,Offer4,Agent,61.69,Four-Door Car,Medsize,
9186,JW94491,,11790.5,,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13.0,43,0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
9187,PW65305,California,8870.67,No,Basic,College,1/3/11,Employed,M,91580,Urban,Married,73,14.0,52,0,2,Personal Auto,Personal L2,Offer2,Branch,290.7,Two-Door Car,Medsize,
9188,CZ96653,Oregon,8534.79,No,Basic,Bachelor,2/21/11,Employed,F,47325,Rural,Married,107,0.0,92,0,6,Personal Auto,Personal L2,Offer1,Web,64.6,SUV,Small,A
9189,IA67715,California,7720.16,No,Basic,High School or Below,2/26/11,Employed,F,67332,Suburban,Married,192,3.0,10,0,1,Personal Auto,Personal L2,Offer4,Branch,921.6,Luxury Car,Medsize,
9190,FL85008,Oregon,13466.92,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,A
9191,JY87538,Oregon,28486.07,No,Basic,College,1/14/11,Employed,F,91871,Urban,Single,102,5.0,3,0,2,Personal Auto,Personal L2,Offer1,Web,346.85,SUV,Medsize,
9192,AE60813,Oregon,4993.03,No,Basic,College,2/17/11,Employed,F,75090,Rural,Married,63,10.0,67,1,7,Personal Auto,Personal L3,Offer4,Branch,101.34,Four-Door Car,Medsize,
9193,TK61994,Oregon,6104.5,No,Extended,College,2/28/11,Disabled,F,18690,Rural,Married,80,10.0,63,0,5,Personal Auto,Personal L2,Offer1,Agent,18.19,Four-Door Car,Medsize,
9194,RY26286,California,5068.43,No,Basic,College,1/5/11,Employed,M,80846,Urban,Single,65,9.0,32,0,9,Corporate Auto,Corporate L2,Offer2,Agent,227.18,Four-Door Car,Medsize,
9195,HK96298,California,2784.97,No,Basic,Master,2/4/11,Employed,M,61807,Rural,Divorced,70,0.0,96,0,1,Personal Auto,Personal L2,Offer4,Agent,104.21,Four-Door Car,Large,
9196,EA40332,Oregon,15394.87,No,Premium,Bachelor,1/22/11,Employed,M,35822,Suburban,Divorced,197,25.0,79,0,7,Personal Auto,Personal L2,Offer2,Agent,1404.87,SUV,Medsize,A
9198,JL15127,Nevada,9816.53,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0,2,Personal Auto,Personal L3,Offer1,Branch,128.97,,,
9199,EG54606,California,5218.97,No,Basic,Bachelor,2/27/11,Employed,M,21371,Suburban,Married,66,13.0,48,0,8,Personal Auto,Personal L2,Offer2,Branch,590.02,Four-Door Car,Small,
9200,YR85283,Nevada,15083.78,No,Extended,High School or Below,1/1/11,Employed,F,26021,Urban,Married,126,6.0,32,0,2,Personal Auto,Personal L2,Offer4,Agent,331.85,SUV,Small,A
9201,KW52227,California,7814.6,No,Basic,Bachelor,2/7/11,Employed,M,51972,Suburban,Married,66,19.0,22,0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
9202,NF60680,Arizona,20096.89,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.03,Two-Door Car,Large,
9204,ZK25313,,2872.05,,Basic,High School or Below,2/19/11,Employed,M,57749,Suburban,Single,74,31.0,21,0,1,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,Medsize,A
9205,CP32818,Oregon,4529.97,No,Basic,Bachelor,2/21/11,Employed,M,64270,Rural,Single,117,12.0,58,0,1,Personal Auto,Personal L3,Offer2,Agent,46.1,Sports Car,Small,A
9206,HB48518,Nevada,3891.54,No,Basic,College,1/17/11,Employed,M,31409,Rural,Married,100,14.0,39,0,1,Corporate Auto,Corporate L2,Offer4,Agent,116.16,SUV,Medsize,A
9207,XK61304,California,5297.15,No,Basic,College,2/19/11,Medical Leave,F,23908,Suburban,Married,70,18.0,57,0,4,Personal Auto,Personal L3,Offer1,Agent,336.0,Four-Door Car,Medsize,A
9208,FD11364,Oregon,6769.0,No,Extended,Bachelor,1/31/11,Employed,F,77001,Suburban,Single,85,4.0,58,0,3,Special Auto,Special L3,Offer2,Call Center,408.0,Four-Door Car,Medsize,
